dliNumber,name,city,campus,province,pgwp,pgwpLink,,,
O242529990457,ACE Acumen Academy,Toronto,1446 Don Mills Rd.,Ontario,No, - ,,,
O242529990457,ACE Acumen Academy,Mississauga,Mississauga,Ontario,No, - ,,,
O147996700392,Academy of Learning Career and Business College,North York,North York,Ontario,No, - ,,,
O147996700392,Academy of Learning Career and Business College,Oshawa,Oshawa,Ontario,No, - ,,,
O135631727752,AIMS College Healthcare Management Technology,Mississauga,Mississauga,Ontario,No, - ,,,
O19304163112,APlus Institute,Toronto,Toronto,Ontario,No, - ,,,
O119063232417,Académie de Dessin de Mode Richard Robinson Academy of Fashion Design,Ottawa,Ottawa,Ontario,No, - ,,,
O19376386952,Academy of Applied Pharmaceutical Sciences (AAPS) Inc.,Toronto,Toronto,Ontario,No, - ,,,
O19359144722,Academy of Learning,Brampton,"Brampton, Mississauga",Ontario,No, - ,,,
O260518481572,Academy of Learning Career and Business College ,Fort Erie,Fort Erie,Ontario,No, - ,,,
O260328722832,Academy of Learning Career and Business College,Owen Sound,Owen Sound,Ontario,No, - ,,,
O139832935932,Academy of Learning Career and Business College,Toronto,Toronto,Ontario,No, - ,,,
O139832935932,Academy of Learning Career and Business College,Scarborough,Scarborough,Ontario,No, - ,,,
O132633122837,Academy of Learning Career and Business College,Belleville,Belleville,Ontario,No, - ,,,
O112937383987,Academy of Learning Career and Business College,Etobicoke,Etobicoke,Ontario,No, - ,,,
O19516732252,Academy of Learning Career and Business College,Scarborough,Lawrence Campus,Ontario,No, - ,,,
O19859544417,Academy of Learning Career and Business College,Toronto,Bay/Queen,Ontario,No, - ,,,
O128609354927,Academy of Learning College,Ottawa,Ottawa,Ontario,No, - ,,,
O19305245022,Academy of Learning College,Hamilton,Hamilton Campus,Ontario,No, - ,,,
O19303790322,Academy of Learning Career and Business College,"Kingston, Mississauga","Kingston Campus, Mississauga Campus",Ontario,No, - ,,,
O19376414752,Adler Graduate Professional School,Toronto,Toronto,Ontario,Yes(details), - ,,,
O114556020427,Ahmadiyya Muslim JamaÕat Canada Inc.,Maple,Maple,Ontario,No, - ,,,
O19395422197,Algoma University,Brampton,Algoma at Brampton,Ontario,Yes, - ,,,
O19395422197,Algoma University,Sault Ste. Marie,Main Campus,Ontario,Yes, - ,,,
O19395422197,Algoma University,Timmins,Algoma at Timmins,Ontario,Yes, - ,,,
O19319175222,"Anderson College, Health, Business & Technology",Mississauga,Mississauga,Ontario,No, - ,,,
O19329829942,Algonquin Careers Academy,Ottawa,Ottawa,Ontario,No, - ,,,
O19358971022,Algonquin College,Ottawa,Algonquin College of Applied Arts and Technology,Ontario,Yes, - ,,,
O19358971022,Algonquin College,Pembroke,"Algonquin College of Applied Arts and Technology, Pembroke Campus",Ontario,Yes, - ,,,
O19358971022,Algonquin College,Perth,"Algonquin College of Applied Arts and Technology, Perth Campus",Ontario,Yes, - ,,,
O273223369382,"Algonquin College at CDI College Business, Technology and Healthcare",Brampton,Brampton,Ontario,Yes (details), - ,,,
O273223369382,"Algonquin College at CDI College Business, Technology and Healthcare",Mississauga,Mississauga,Ontario,Yes (details), - ,,,
O273223369382,"Algonquin College at CDI College Business, Technology and Healthcare",North York,North York,Ontario,Yes (details), - ,,,
O273223369382,"Algonquin College at CDI College Business, Technology and Healthcare",Scarborough,Scarborough,Ontario,Yes (details), - ,,,
O19555982922,Alpha College of Business and Technology,Scarborough,Scarborough,Ontario,No, - ,,,
O19711641837,"Anderson College of Health, Business and Technology",Hamilton,Hamilton,Ontario,No, - ,,,
O19711641837,"Anderson College of Health, Business and Technology",Mississauga,Mississauga,Ontario,No, - ,,,
O19711641837,"Anderson College of Health, Business and Technology",Toronto,Toronto,Ontario,No, - ,,,
O19386060342,"Anderson College of Health, Business and Technology",Toronto,"Downtown, North York",Ontario,No, - ,,,
O262228554872,C.C.E.C. Canadian Career Education College Ltd,Vaughan,Vaughan,Ontario,No, - ,,,
O19530458702,Art & Technique Academy of Hairstyling and Esthetics,Oshawa,Oshawa Campus,Ontario,No, - ,,,
O116458043605,Avola College Of Hairstyling and Esthetics,Toronto,Toronto,Ontario,No, - ,,,
O118231504027,BITTS International Career College,Mississauga,Mississauga,Ontario,No, - ,,,
O136148508342,Bay College of Health Business and Technology,Toronto,Toronto,Ontario,No, - ,,,
O212074977897,Beauty Institute Canada,Oshawa,Oshawa,Ontario,No, - ,,,
O124136581227,Beta College of Business and Technology,"Mississauga,Brampton","Mississauga,Brampton",Ontario,No, - ,,,
O19394699328,Computek College of Business Healthcare and Technology,Ajax,Ajax,Ontario,No, - ,,,
O19304029082,"BizTech College of Health Sciences, Business & Technology",Mississauga,Mississauga,Ontario,No, - ,,,
O19303958082,Brampton Flight Centre,Caledon,Caledon,Ontario,Yes (detailsfor Flight schools), - ,,,
O260429274962,Brampton Skin Care Academy Inc.,Brampton,Brampton,Ontario,No, - ,,,
O138135814462,Brantford Aviation College,Brantford,Brantford,Ontario,No, - ,,,
O19331472822,Brescia University College,London,London,Ontario,Yes, - ,,,
O19394569014,Brock University,Hamilton,Hamilton Campus,Ontario,Yes, - ,,,
O19394569014,Brock University,St. Catharines,Main Campus,Ontario,Yes, - ,,,
O116458952783,Bryan College of Applied Health & Business Sciences,Toronto,Toronto,Ontario,No, - ,,,
O112370832787,Business and Technical Training College Inc.,North York,North York,Ontario,No, - ,,,
O263151451182,Canadian School of Natural Nutrition,Toronto,Toronto,Ontario,No, - ,,,
O19394924591,"CDI College of Business, Technology and Healthcare",Toronto,"Brampton, Mississauga, North York, Scarborough",Ontario,No, - ,,,
O19304574722,CITI College of Canadian Careers,Mississauga,Mississauga,Ontario,No, - ,,,
O19304574722,CITI College of Canadian Careers,Toronto,Toronto,Ontario,No, - ,,,
O134227229202,CJ Health Care College,Toronto,"Toronto, Etobicoke",Ontario,No, - ,,,
O129494912147,"CLI College of Business, Health & Technology",Toronto,Toronto,Ontario,No, - ,,,
O213116733767,CLLC Inc.,Ottawa,Ottawa,Ontario,No, - ,,,
O213116733767,CLLC Inc.,Toronto,Toronto,Ontario,No, - ,,,
O19305293142,CMU College of Makeup Art and Design,Toronto,Lombard Street and Adelaide Street East,Ontario,No, - ,,,
O19283941562,CRD College of Health Care,Mississauga,Mississauga,Ontario,No, - ,,,
O244926829077,CTS Canadian Career College Inc,North Bay,North Bay,Ontario,No, - ,,,
O244926829077,CTS Canadian Career College Inc,Sudbury,Sudbury,Ontario,No, - ,,,
O244926829077,CTS Canadian Career College Inc,Sudbury,Modern College of Hairstyling and Esthetics,Ontario,No, - ,,,
O19394699409,Cambrian College of Applied Arts and Technology,Sudbury,Main Campus,Ontario,Yes, - ,,,
O19394699409,Cambrian College of Applied Arts and Technology,Brampton,"Cambrian College of Applied Arts and Technology at Hanson College of Business, Health and Technology",Ontario,Yes (details), - ,,,
O19394699409,Cambrian College of Applied Arts and Technology,Toronto,"Cambrian College of Applied Arts and Technology at Hanson College of Business, Health and Technology",Ontario,Yes (details), - ,,,
O263851487422,Can-AIM Careers Academy,Toronto,Toronto,Ontario,No, - ,,,
O255440517127,CanPacific College of Business and English Inc.,Toronto,Toronto,Ontario,No, - ,,,
O19857659067,Canada Christian College & School of Graduate Theological Studies,Toronto,Toronto,Ontario,Yes(details), - ,,,
O19833653497,Canada College of Education,Toronto,Toronto,Ontario,No, - ,,,
O19361087992,CanadaÕs National Ballet School,Toronto,Toronto,Ontario,No, - ,,,
O118203132467,Canadian Academy of Dental Health & Community Sciences,Mississauga,Mississauga,Ontario,No, - ,,,
O19350533892,Canadian All Care College,Toronto,"Scarborough Campus, Toronto Campus",Ontario,No, - ,,,
O19527255662,Canadian Automotive & Trucking Institute,Cambridge,Cambridge,Ontario,No, - ,,,
O19361295922,Canadian Beauty College,Newmarket,Newmarket,Ontario,No, - ,,,
O19315968872,Canadian Beauty College,Vaughan,Vaughan,Ontario,No, - ,,,
O116263336197,Canadian Beauty College,Toronto,Toronto,Ontario,No, - ,,,
O19556076972,Canadian Business College,Mississauga,Mississauga,Ontario,No, - ,,,
O19556076972,Canadian Business College,Toronto,"Scarborough Campus, Toronto Campus",Ontario,No, - ,,,
O19332510172,Canadian Business Skills College of Technology,Markham,Markham,Ontario,No, - ,,,
O19283878482,Canadian College for Higher Studies,Scarborough,Scarborough,Ontario,No, - ,,,
O19376450572,"Canadian College of Business, Science & Technology",Brampton,"Brampton, Mississauga, North York, Scarborough",Ontario,No, - ,,,
O19303896162,Canadian College of Educators,Mississauga,Mississauga,Ontario,No, - ,,,
O19395677987,"Canadian College of Health, Science and Technology",Windsor,Windsor,Ontario,No, - ,,,
O143265597512,Canadian College of Homeopathic Medicine,Toronto,"Toronto, Victoria College",Ontario,No, - ,,,
O19305338292,Canadian College of Naturopathic Medicine,Toronto,Toronto,Ontario,Yes (detailsfor canadian-college-naturopathic-medicine.html), - ,,,
O19994256968,Canadian Forces College,North York,North York,Ontario,Yes, - ,,,
O19304117342,CIMT College,"Brampton, Mississauga, Scarborough","Brampton, Mississauga (Dundas Street), Mississauga (Goreway Drive), Mississauga (Slough Street), Scarborough",Ontario,No, - ,,,
O263819541542,Canadian International Career College,Toronto,Toronto,Ontario,No, - ,,,
O19359174402,Canadian Memorial Chiropractic College (CMCC),Toronto,Toronto,Ontario,Yes (detailsfor Canadian Memorial Chiropractic College (CMCC)), - ,,,
O19394699911,Canadian National Institute of Health Inc.,Ottawa,Ottawa,Ontario,No, - ,,,
O260787487202,Canadian Natural Therapist and Aesthetics Academy,North York,North York,Ontario,No, - ,,,
O19395677259,Canadian Reformed Theological Seminary,Hamilton,Hamilton,Ontario,Yes(details), - ,,,
O19395535239,Canadore College,North Bay,"Aviation Campus, College Drive Campus/The Education Centre, Commerce Court Campus, Main Campus",Ontario,Yes, - ,,,
O19395535239,Canadore College at Stanford International College of Business and Technology,Mississauga,"Brampton, Mississauga, Scarborough, Toronto",Ontario,Yes (details), - ,,,
O19395535239,Canadore College of Applied Arts and Technology,Parry Sound,West Parry Sound Campus,Ontario,Yes, - ,,,
O116458043402,Capital English Solutions and Mentora College of Business & Technology,Toronto,Toronto,Ontario,No, - ,,,
O19361153702,Career College Group,London,Highbury Campus,Ontario,No, - ,,,
O19361153702,Career College Group,Brampton,Brampton Campus,Ontario,No, - ,,,
O19361153702,Career College Group,Toronto,"North York Campus, Scarborough Campus",Ontario,No, - ,,,
O256568575757,CareerQuest Inc.,Toronto,"Toronto, Mississauga",Ontario,No, - ,,,
O19332687812,Carleton University,Ottawa,Ottawa,Ontario,Yes, - ,,,
O19394700003,Centennial College,Toronto,"Ashtonbee Campus, Morningside Campus, Progress Campus & Student Residence, The Centre for Creative Communications, Main Campus",Ontario,Yes, - ,,,
O19517085782,Centre of English Studies,Toronto,Toronto,Ontario,No, - ,,,
O257702593357,Certcana Systems Institute,Scarborough,Scarborough,Ontario,No, - ,,,
O19283870732,Cestar College of Business Health & Technology,Toronto,Toronto,Ontario,No, - ,,,
O19284163112,Chef School,Mississauga,Mississauga,Ontario,No, - ,,,
O19394851105,Chellsey Institute of Beauty and Health Inc.,Burlington,Burlington,Ontario,No, - ,,,
O19394851105,Chellsey Institute of Beauty and Health Inc.,Mississauga,Mississauga,Ontario,No, - ,,,
O124137834427,"City College of Business, Health & Technology",North York,North York,Ontario,No, - ,,,
O19395678039,Collège Boréal,Barrie,Centre dÕAccès Barrie,Ontario,Yes, - ,,,
O19395678039,Collège Boréal,Sudbury,Campus Principal,Ontario,Yes, - ,,,
O19395678039,Collège Boréal,Toronto,Campus de Toronto,Ontario,Yes, - ,,,
O19395678039,Collège Boréal,Windsor,Centre dÕAccès Windsor,Ontario,Yes, - ,,,
O19395678039,Collège Boréal,Alfred,Campus dÕAlfred,Ontario,Yes, - ,,,
O19395678039,Collège Boréal,Hamilton,Centre dÕAccès Hamilton,Ontario,Yes, - ,,,
O19395678039,Collège Boréal,Hearst,Collège Boréal Hearst,Ontario,Yes, - ,,,
O19395678039,Collège Boréal,Kapuskasing,Campus de Kapuskasing,Ontario,Yes, - ,,,
O19395678039,Collège Boréal,London,Centre dÕAccès London,Ontario,Yes, - ,,,
O19395678039,Collège Boréal,New Liskeard,Campus de Témiskaming,Ontario,Yes, - ,,,
O19395678039,Collège Boréal,Niagara,Centre dÕAccès Niagara,Ontario,Yes, - ,,,
O19395678039,Collège Boréal,Sturgeon Falls,Campus de Nipissing,Ontario,Yes, - ,,,
O19395678039,Collège Boréal,Timmins,Campus de Timmins,Ontario,Yes, - ,,,
O19376203332,College of Traditional Chinese Medicine Canada,Scarborough,Scarborough,Ontario,No, - ,,,
O19394699328,Computek College of Business Healthcare and Technology,Markham,Markham Campus,Ontario,No, - ,,,
O19394699328,Computek College of Business Healthcare and Technology,Toronto,Toronto Campus,Ontario,No, - ,,,
O273821572182,Conbridge College of Business and Technology,North York,North York,Ontario,No, - ,,,
O19394569014,Concordia Lutheran Theological Seminary (Brock University),St. Catharines,St. Catharines,Ontario,Yes, - ,,,
O19376158572,Conestoga College,Milton,Milton Campus,Ontario,Yes, - ,,,
O19376158572,Conestoga College,Kitchener,"Kitchener Campus, Doon Campus",Ontario,Yes, - ,,,
O19376158572,Conestoga College,Guelph,Guelph Campus,Ontario,Yes, - ,,,
O19376158572,Conestoga College,Brantford,Brantford Campus,Ontario,Yes, - ,,,
O19376158572,Conestoga College,Cambridge,Cambridge Campus (Fountain Street South Campus);Cambridge Campus (Reuter Drive Campus).,Ontario,Yes, - ,,,
O19376158572,Conestoga College,Ingersoll,Ingersoll Campus,Ontario,Yes, - ,,,
O19376158572,Conestoga College,Stratford,Stratford Campus,Ontario,Yes, - ,,,
O19376158572,Conestoga College,Waterloo,Waterloo Campus,Ontario,Yes, - ,,,
O19376986752,Confederation College,Thunder Bay,Main Campus,Ontario,Yes, - ,,,
O19376986752,Confederation College,Dryden,Dryden Campus,Ontario,Yes, - ,,,
O19376986752,Confederation College,Fort Frances,Rainy River District Campus,Ontario,Yes, - ,,,
O19376986752,Confederation College,Geraldton,Greenstone Campus,Ontario,Yes, - ,,,
O19376986752,Confederation College,Kenora,Lake of the Woods Campus,Ontario,Yes, - ,,,
O19516905192,Connect International School,Toronto,Toronto,Ontario,No, - ,,,
O19305471522,Conrad Grebel University College,Waterloo,Affiliated with the University of Waterloo.,Ontario,Yes, - ,,,
O19394924449,Cornwall Aviation (1979) Ltd.,Summerstown,Summerstown,Ontario,Yes (details), - ,,,
O19332734842,Dan Robert College of Health Care,Toronto,Toronto,Ontario,No, - ,,,
O258211997542,Diamond Flight Centre London Inc.,London,London,Ontario,Yes (detailsfor Flight schools), - ,,,
O19361087792,Dominican University College,Ottawa,Ottawa,Ontario,Yes, - ,,,
O134304400382,Dominion College of Business Health and Technology Inc.,Toronto,"Toronto, Brampton",Ontario,No, - ,,,
O19361109752,"Don Mills Career College for Health, Business and Technology",Toronto,Toronto,Ontario,No, - ,,,
O19361081012,Durham College,Oshawa,Oshawa Campus,Ontario,Yes, - ,,,
O19361081012,Durham College,Pickering,Pickering Campus,Ontario,Yes, - ,,,
O19361081012,Durham College,Whitby,Whitby Campus,Ontario,Yes, - ,,,
O142270514172,Durham Flight Centre Inc.,Oshawa,Oshawa,Ontario,Yes, - ,,,
O19351820052,EC Toronto,Toronto,Toronto,Ontario,No, - ,,,
O19333134952,EF International Language Centres,Toronto,Toronto,Ontario,No, - ,,,
O116261235217,Eden College of Business and Health,North York,North York,Ontario,No, - ,,,
O136988539452,Edge Academy,Burlington,Burlington,Ontario,No, - ,,,
O211893372327,Eight Branches Inc.,Toronto,Toronto,Ontario,No, - ,,,
O19556087182,Emmanuel Bible College,Kitchener,Kitchener,Ontario,Yes(details), - ,,,
O19359108312,Emmanuel College of Victoria University,Toronto,Toronto,Ontario,Yes, - ,,,
O19283938092,English Encounters Inc.,Burlington,Burlington,Ontario,No, - ,,,
O19350421222,English School of Canada Inc.,Toronto,Toronto,Ontario,No, - ,,,
O212628957297,Helicopters Canada,North Bay,Canadore College Aviation Campus,Ontario,Yes (detailsfor Flight schools), - ,,,
O111244519157,Ethnos Canada,Durham,NTM Canada Missionary Training Centre,Ontario,No, - ,,,
O127883500507,"CanNorth College of Health, Business and Technology",Markham,Markham,Ontario,No, - ,,,
O19304591592,Evergreen College,"Toronto, Oakville, Scarborough","Toronto, West Campus, Yorkmills, Scarborough",Ontario,No, - ,,,
O116456456218,Eastview College Business Health Technology,Brampton,Brampton,Ontario,No, - ,,,
O246851123527,Central College of Business and Technology,Mississauga,Mississauga,Ontario,No, - ,,,
O256014050387,FaithWay Baptist College of Canada,Ajax,Ajax,Ontario,Yes(details), - ,,,
O19361039982,Fanshawe College,London,"London Main Campus, London Downtown Campus, London South Campus, Huron/Bruce Regional Sites Ð Clinton Centre, Simcoe/Norfolk Campus, St. Thomas/Elgin Campus, Woodstock/Oxford County",Ontario,Yes, - ,,,
O19303189722,Fleming College,Cobourg,Cobourg Campus,Ontario,Yes, - ,,,
O19303189722,Fleming College,Haliburton,Haliburton Campus,Ontario,Yes, - ,,,
O19303189722,Fleming College,Lindsay,Frost Campus,Ontario,Yes, - ,,,
O19303189722,Fleming College,Peterborough,Sutherland Campus,Ontario,Yes, - ,,,
O19395535573,Foundation for Montessori Education,Toronto,Toronto,Ontario,No, - ,,,
O142386072212,Freedom College of Business Healthcare and Technology Inc,Toronto,Toronto,Ontario,No, - ,,,
O135634495162,"Futures Canadian College of Business, Health and Technology",Mississauga,Mississauga,Ontario,No, - ,,,
O19283850612,George Brown College,Toronto,"Casa Loma Campus, Ryerson University Campus, St. James Campus, Waterfront Campus, Young Centre for Performing Arts",Ontario,Yes, - ,,,
O19395677361,Georgian College,Barrie,Barrie Campus,Ontario,Yes, - ,,,
O19395677361,Georgian College,Bracebridge,Muskoka Campus,Ontario,Yes, - ,,,
O19395677361,Georgian College,Midland,Midland Campus,Ontario,Yes, - ,,,
O19395677361,Georgian College,Orangeville,Orangeville Campus,Ontario,Yes, - ,,,
O19395677361,Georgian College,Orillia,Orillia Campus,Ontario,Yes, - ,,,
O19395677361,Georgian College,Owen Sound,Owen Sound Campus,Ontario,Yes, - ,,,
O19395677361,Georgian College,South Georgian Bay,South Georgian Bay Campus,Ontario,Yes, - ,,,
O116264030217,Gestalt Institute of Toronto,Toronto,Toronto,Ontario,No, - ,,,
O260907081662,Canadian Technical and Management College,Milton,Milton,Ontario,No, - ,,,
O19516933662,Great Lakes Helicopter Corp.,Breslau,Breslau,Ontario,Yes (detailsfor Flight schools), - ,,,
O19376982302,Greystone College of Business and Technology (Toronto) Inc.,Toronto,Toronto,Ontario,No, - ,,,
O19303336332,Hamilton Institute for Health Personnel,Hamilton,Hamilton,Ontario,No, - ,,,
O19361318822,Hansa Language Centre,Toronto,"Eglinton Campus, Yonge Campus",Ontario,No, - ,,,
O19375796852,"Hanson College of Business, Health and Technology",Brampton,Brampton Campus,Ontario,No, - ,,,
O19375796852,"Hanson College of Business, Health and Technology",Toronto,Hanson Language School,Ontario,No, - ,,,
O19375796852,"Hanson College of Business, Health and Technology",North York,North York,Ontario,No, - ,,,
O19331451562,Harris Institute,Toronto,Toronto,Ontario,No, - ,,,
O141526185312,Heartland International English School,Mississauga,Mississauga,Ontario,No, - ,,,
O110124108754,Heritage College & Seminary,Cambridge,Cambridge,Ontario,Yes(details), - ,,,
O19397544252,Herzing College,Ottawa,Ottawa Campus,Ontario,No, - ,,,
O19397544252,Herzing College,Toronto,Toronto Campus,Ontario,No, - ,,,
O19376943122,Humber College,Toronto,"Humber Lakeshore Campus, Humber North Campus",Ontario,Yes, - ,,,
O19376943122,Humber International Graduate School,Toronto,Toronto,Ontario,Yes, - ,,,
O19376943122,Humber College,Orangeville,Orangeville,Ontario,Yes, - ,,,
O19332573852,Huron University College,London,London,Ontario,Yes, - ,,,
O19359074332,IBT College Business Travel & Tourism Technology,Toronto,Toronto,Ontario,No, - ,,,
O19319227442,ILAC - International Language Academy of Canada,Toronto,"Bloor Street East Location, College Street Location, Main Location, ILAC Cumberland Campus,Bay Street Location",Ontario,No, - ,,,
O19375697742,ILSC Toronto,Toronto,"Bloor Street West, University Avenue",Ontario,No, - ,,,
O19361300542,Toronto Innovation College,Mississauga,Mississauga,Ontario,No, - ,,,
O19361109472,Institute for Advanced Judaic Studies,Toronto,Toronto,Ontario,Yes(details), - ,,,
O19527186232,Institute for Christian Studies,Toronto,Toronto,Ontario,Yes(details), - ,,,
O19333120432,Institute of Machine Tool Technology,Mississauga,Mississauga,Ontario,No, - ,,,
O112063748307,International Beauty Institute,Mississauga,Mississauga,Ontario,No, - ,,,
O136931269542,International Centre for English for Academic Preparation Inc,Toronto,Toronto,Ontario,No, - ,,,
O110096841789,International Institute of Travel and Business,Toronto,Toronto,Ontario,No, - ,,,
O132382217337,International Test Pilots School,London,London,Ontario,Yes (details), - ,,,
O19396019413,JRS College of Business and Health Care Inc,Toronto,Toronto,Ontario,No, - ,,,
O212620403467,"Torbram College of Business, Technology & Healthcare",Brampton,Brampton,Ontario,No, - ,,,
O139835841562,JyotÕs Aesthetics Academy,Brampton,Brampton,Ontario,No, - ,,,
O19517585062,"KLC College: Healthcare, Business, Education",Kingston,"Main Campus, East Campus, Scarborough, Whitby",Ontario,No, - ,,,
O262792573012,Academy of Learning Career and Business College,Brampton,Brampton,Ontario,No, - ,,,
O262955887992,World Chinese Medicine and Acupuncture College,Scarborough,Scarborough,Ontario,No, - ,,,
O19527292642,Kaplan International Languages,Toronto,Toronto,Ontario,No, - ,,,
O19351067522,Kikkawa College,Toronto,Toronto,Ontario,No, - ,,,
O19376872842,KingÕs University College,London,London,Ontario,Yes, - ,,,
O19859651317,Knox College,Toronto,Toronto,Ontario,Yes, - ,,,
O19395422135,La Cité collégiale,Alfred,Campus dÕAlfred,Ontario,Yes, - ,,,
O19395422135,La Cité collégiale,Hawkesbury,Campus de Hawkesbury,Ontario,Yes, - ,,,
O19395422135,La Cité collégiale,Ottawa,"Campus Alphonse-Desjardins, Campus principal, Université dÕOttawa (Collaboratif)",Ontario,Yes, - ,,,
O19396019447,Lakehead University,Thunder Bay,Main Campus,Ontario,Yes, - ,,,
O19396019447,Lakehead University,Orillia,Orillia Campus,Ontario,Yes, - ,,,
O19305293332,Lambton College,Ottawa,Saint Paul University Campus,Ontario,Yes, - ,,,
O19305293332,Lambton College,Mississauga,"Lambton College at QueenÕs College of Business, Technology and Public Safety",Ontario,Yes (details), - ,,,
O19305293332,Lambton College,Sarnia,Main Campus,Ontario,Yes, - ,,,
O19305293332,Lambton College,Toronto,"Lambton College at Cestar College of Business, Health and Technology",Ontario,Yes (details), - ,,,
O19332668052,Language Studies International (Canada) Ltd.,Toronto,Toronto,Ontario,No, - ,,,
O19304259382,Laurentian University,Barrie,Barrie Campus,Ontario,Yes, - ,,,
O19304259382,Laurentian University,Brockville,Laurentian at St. Lawrence,Ontario,Yes, - ,,,
O19304259382,Laurentian University,Cornwall,Laurentian at St. Lawrence,Ontario,Yes, - ,,,
O19304259382,Laurentian University,Kingston,Laurentian at St. Lawrence,Ontario,Yes, - ,,,
O19304259382,Laurentian University,Sudbury,"Cambrian College (Collaborative), Collège Boréal (Collaborative), Sudbury Campus",Ontario,Yes, - ,,,
O19304259382,Laurentian University,Sault Ste. Marie,Sault College (Collaborative),Ontario,Yes, - ,,,
O19304259382,Laurentian University,Timmins,Northern College (Collaborative),Ontario,Yes, - ,,,
O19395083461,Le Cordon Bleu Ottawa Culinary Arts Institute,Ottawa,Ottawa,Ontario,No, - ,,,
O260428979632,Top Toques Institute of Culinary Excellence,Kitchener,Kitchener,Ontario,No, - ,,,
O19800346567,Flair College of Management and Technology,Vaughan,Vaughan,Ontario,No, - ,,,
O19800254657,Liaison College,Brampton,Brampton Campus,Ontario,No, - ,,,
O136578032172,"Affirm College of Healthcare, Culinary Arts, Business and Technology",Hamilton,Hamilton,Ontario,No, - ,,,
O19799913417,Oakleaf College of Business And Technology,Oakville,Oakville,Ontario,No, - ,,,
O265424309392,Metrocare Health Academy,North York,North York,Ontario,No, - ,,,
O266157303742,Miami Ad School Toronto,Toronto,Toronto,Ontario,No, - ,,,
O144539947072,Ontario College of Business & Technology,Mississauga,Mississauga,Ontario,No, - ,,,
O110096841350,Ontario School of Commerce and Technology,Toronto,Downtown Toronto Campus,Ontario,No, - ,,,
O19304551432,London Language Institute,London,London,Ontario,No, - ,,,
O19359011572,Loyalist College,Bancroft,Bancroft Campus,Ontario,Yes, - ,,,
O19359011572,Loyalist College,Belleville,Main Campus,Ontario,Yes, - ,,,
O264223510342,Loyalist College at Toronto Business College,Toronto,Toronto Campus,Ontario,Yes (details), - ,,,
O124449542367,MAG Canada,Garson,Garson,Ontario,Yes (detailsfor Flight schools), - ,,,
O19607783802,"MLC College of Business, Technology and Healthcare",Mississauga,Mississauga,Ontario,No, - ,,,
O19395535645,MasterÕs College and Seminary,Peterborough,Peterborough,Ontario,Yes(details), - ,,,
O19305316242,"Max the Mutt College of Animation, Art & Design",Toronto,Toronto,Ontario,No, - ,,,
O19395535687,McMaster Divinity College,Hamilton,Hamilton,Ontario,Yes, - ,,,
O19395535729,McMaster University,Hamilton,"Downtown Centre, McMaster Innovation Park, Main Campus, McMaster Nursing at Mohawk (Collaborative)",Ontario,Yes, - ,,,
O19395535729,McMaster University,Burlington,DeGroote School of Business,Ontario,Yes, - ,,,
O19395535729,McMaster University,Kitchener,"McMaster Nursing at Conestoga (Collaborative), Waterloo Regional Campus",Ontario,Yes, - ,,,
O19395535729,McMaster University,St. Catharines,Niagara Regional Campus,Ontario,Yes, - ,,,
O110123589171,Metalworks Institute of Sound & Music Production,Mississauga,Mississauga,Ontario,No, - ,,,
O260421248262,Metro College of Technology,Toronto,Toronto,Ontario,No, - ,,,
O262025367662,Mississauga Career College,Mississauga,Mississauga,Ontario,No, - ,,,
O19376045902,Mohawk College,Brantford,Mohawk Laurier Campus,Ontario,Yes, - ,,,
O19376045902,Mohawk College,Stoney Creek,"Stoney Creek Campus (Skilled Trades and Apprenticeship Research, Resources and Training Institute)",Ontario,Yes, - ,,,
O19376045902,Mohawk College,Hamilton,"Fennell Campus, Institute for Applied Health Sciences",Ontario,Yes, - ,,,
O147603778042,Mohawk College of Applied Arts and Technology at triOS College Business Technology Healthcare Inc,Mississauga,Mississauga,Ontario,Yes (details), - ,,,
O19711641837,National Academy of Health & Business,Toronto,Toronto,Ontario,No, - ,,,
O19711641837,National Academy of Health & Business,Hamilton,Hamilton,Ontario,No, - ,,,
O19711641837,National Academy of Health & Business,Mississauga,Mississauga,Ontario,No, - ,,,
O260020165732,National Helicopters Inc,Kleinburg,Kleinburg,Ontario,Yes, - ,,,
O19394924959,National Institute of Hairstyling and Advanced Aesthetics,Brampton,Brampton,Ontario,No, - ,,,
O116453040792,Ner Israel Joseph (J.T.) Tanenbaum Yeshivah College of Toronto,Thornhill,Thornhill,Ontario,Yes(details), - ,,,
O19303303802,NetPlus College of Information Technology,Scarborough,Scarborough,Ontario,No, - ,,,
O255347057587,Netsoft College of Technology,Mississauga,Mississauga,Ontario,No, - ,,,
O139903401892,NewCastle College of Business and Technology,Brantford,Brantford,Ontario,No, - ,,,
O19396019469,Niagara College Canada,Virgil,Virgil Campus,Ontario,Yes, - ,,,
O19396019469,Niagara College Canada,St. Catharines,St. Catharines Campus,Ontario,Yes, - ,,,
O19396019469,Niagara College Canada,Niagara-On-The-Lake,Niagara-On-The-Lake Campus,Ontario,Yes, - ,,,
O19396019469,Niagara College Canada,Welland,Welland Campus,Ontario,Yes, - ,,,
O19395535971,Nipissing University,North Bay,North Bay Campus,Ontario,Yes, - ,,,
O19395535971,Nipissing University,Brantford,Brantford Campus,Ontario,Yes, - ,,,
O19395535971,Nipissing University,Bracebridge,Muskoka Campus,Ontario,Yes, - ,,,
